# ----------------------------------------
# CitationFormatChecker
# Events: Event name-Tab 3
# 20251201-20251228
# ----------------------------------------

,,Segment,Exclude Israel,Exclude Israel,Exclude Israel,Exclude Israel,Totals,Totals,Totals,Totals
Event name,Landing page,Session source / medium,Event count,Total users,Event count per active user,Total revenue,Event count,Total users,Event count per active user,Total revenue
editor_focused,/cite-apa-journal-apa,bing / organic,3,1,3,0,3,1,3,0
editor_focused,/how-to-cite-blog-apa,bing / organic,3,1,3,0,3,1,3,0
editor_focused,/how-to-cite-conference-paper-apa,bing / organic,3,1,3,0,3,1,3,0
first_visit,/cite-american-economic-review-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-angewandte-chemie-international-edition-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-arxiv-apa,chatgpt.com / referral,3,3,1,0,3,3,1,0
first_visit,/cite-associated-press-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/cite-britannica-apa,chatgpt.com / (not set),3,3,1,0,3,3,1,0
first_visit,/cite-cdc-apa,yahoo / organic,3,3,1,0,3,3,1,0
first_visit,/cite-environmental-science-technology-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-epa-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/cite-frontiers-in-immunology-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-google-scholar-apa,chatgpt.com / (not set),3,3,1,0,3,3,1,0
first_visit,/cite-harvard-business-review-apa,google / organic,3,3,1,0,3,3,1,0
first_visit,/cite-journal-of-retailing-and-consumer-services-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-jstor-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/cite-nature-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-nature-biotechnology-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-nature-materials-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-reuters-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/cite-the-lancet-infectious-diseases-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/cite-the_guardian-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/cite-white-house-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/guide/apa-citations-education,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/guide/apa-vs-mla-vs-chicago,yahoo / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-check-publisher-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/how-to-check-reference-list-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/how-to-cite-dictionary-apa,google / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-cite-dissertation-apa,(direct) / (none),3,2,1.5,0,3,2,1.5,0
first_visit,/how-to-cite-edited-book-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-cite-facebook-apa,google / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-cite-film-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-cite-instagram-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-cite-linkedin-apa,bing / organic,3,3,1,0,3,3,1,0
first_visit,/how-to-cite-tv-episode-apa,(direct) / (none),3,3,1,0,3,3,1,0
first_visit,/how-to-cite-working-paper-apa,chatgpt.com / referral,3,3,1,0,3,3,1,0
page_view,/guide/apa-vs-mla-vs-chicago,yahoo / organic,3,3,1,0,3,3,1,0
page_view,/how-to-check-publisher-apa,(direct) / (none),3,3,1,0,3,3,1,0
page_view,/how-to-check-reference-list-apa,(direct) / (none),3,3,1,0,3,3,1,0
page_view,/how-to-check-video-citations-apa,(direct) / (none),3,1,3,0,3,1,3,0
page_view,/how-to-cite-dataset-apa,bing / organic,3,2,1.5,0,3,2,1.5,0
page_view,/how-to-cite-dictionary-apa,google / organic,3,3,1,0,3,3,1,0
page_view,/how-to-cite-dissertation-apa,(direct) / (none),3,2,1.5,0,3,2,1.5,0
page_view,/how-to-cite-edited-book-apa,bing / organic,3,3,1,0,3,3,1,0
page_view,/how-to-cite-facebook-apa,google / organic,3,3,1,0,3,3,1,0
page_view,/how-to-cite-film-apa,bing / organic,3,3,1,0,3,3,1,0
page_view,/how-to-cite-tv-episode-apa,(direct) / (none),3,3,1,0,3,3,1,0
results_revealed,/how-to-cite-blog-apa,bing / organic,3,1,3,0,3,1,3,0
scroll,/cite-american-economic-review-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-angewandte-chemie-international-edition-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-google-scholar-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-journal-of-retailing-and-consumer-services-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-nature-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-nature-biotechnology-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-nature-materials-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/cite-scientific-reports-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/how-to-cite-conference-paper-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/how-to-cite-dataset-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/how-to-cite-journal-article-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll,/how-to-cite-software-apa,(direct) / (none),3,3,1,0,3,3,1,0
scroll_depth,/how-to-cite-conference-paper-apa,bing / organic,3,1,3,0,3,1,3,0
session_start,/cite-american-economic-review-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-angewandte-chemie-international-edition-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-arxiv-apa,chatgpt.com / referral,3,3,1,0,3,3,1,0
session_start,/cite-associated-press-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/cite-britannica-apa,chatgpt.com / (not set),3,3,1,0,3,3,1,0
session_start,/cite-cdc-apa,yahoo / organic,3,3,1,0,3,3,1,0
session_start,/cite-environmental-science-technology-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-epa-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/cite-frontiers-in-immunology-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-google-scholar-apa,chatgpt.com / (not set),3,3,1,0,3,3,1,0
session_start,/cite-harvard-business-review-apa,google / organic,3,3,1,0,3,3,1,0
session_start,/cite-journal-of-retailing-and-consumer-services-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-jstor-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/cite-jstor-apa,google / organic,3,2,1.5,0,3,2,1.5,0
session_start,/cite-nature-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-nature-biotechnology-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-nature-materials-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-sustainability-apa,google / organic,3,1,3,0,3,1,3,0
session_start,/cite-the-lancet-infectious-diseases-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/cite-the_guardian-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/cite-white-house-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/guide/apa-citations-education,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/guide/apa-vs-mla-vs-chicago,yahoo / organic,3,3,1,0,3,3,1,0
session_start,/how-to-check-publisher-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/how-to-check-reference-list-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/how-to-cite-dataset-apa,bing / organic,3,2,1.5,0,3,2,1.5,0
session_start,/how-to-cite-dictionary-apa,google / organic,3,3,1,0,3,3,1,0
session_start,/how-to-cite-dissertation-apa,(direct) / (none),3,2,1.5,0,3,2,1.5,0
session_start,/how-to-cite-edited-book-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/how-to-cite-facebook-apa,google / organic,3,3,1,0,3,3,1,0
session_start,/how-to-cite-film-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/how-to-cite-instagram-apa,bing / organic,3,3,1,0,3,3,1,0
session_start,/how-to-cite-tv-episode-apa,(direct) / (none),3,3,1,0,3,3,1,0
session_start,/how-to-cite-working-paper-apa,chatgpt.com / referral,3,3,1,0,3,3,1,0
user_engagement,/cite-arxiv-apa,chatgpt.com / referral,3,3,1,0,3,3,1,0
user_engagement,/cite-arxiv-apa,perplexity.ai / referral,3,1,3,0,3,1,3,0
user_engagement,/cite-associated-press-apa,bing / organic,3,3,1,0,3,3,1,0
user_engagement,/cite-fda-apa,bing / organic,3,3,1,0,3,3,1,0
user_engagement,/cite-new-york-times-apa,bing / organic,3,3,1,0,3,3,1,0
user_engagement,/cite-white-house-apa,bing / organic,3,3,1,0,3,3,1,0
user_engagement,/how-to-cite-conference-paper-apa,chatgpt.com / referral,3,2,1.5,0,3,2,1.5,0
user_engagement,/how-to-cite-facebook-apa,duckduckgo / organic,3,2,1.5,0,3,2,1.5,0
user_engagement,/how-to-cite-film-apa,bing / organic,3,3,1,0,3,3,1,0
user_engagement,/how-to-cite-film-apa,chatgpt.com / referral,3,1,3,0,3,1,3,0
user_engagement,/how-to-cite-government-report-apa,bing / organic,3,2,1.5,0,3,2,1.5,0
user_engagement,/how-to-cite-instagram-apa,(direct) / (none),3,3,1,0,3,3,1,0
user_engagement,/how-to-cite-journal-article-apa,(direct) / (none),3,3,1,0,3,3,1,0
user_engagement,/how-to-cite-linkedin-apa,duckduckgo / organic,3,2,1.5,0,3,2,1.5,0
user_engagement,/how-to-cite-twitter-apa,chatgpt.com / referral,3,1,3,0,3,1,3,0
validation_attempted,/how-to-cite-blog-apa,bing / organic,3,1,3,0,3,1,3,0
validation_attempted,/how-to-cite-conference-paper-apa,bing / organic,3,1,3,0,3,1,3,0
validation_attempted,/how-to-cite-tv-episode-apa,bing / organic,3,2,1.5,0,3,2,1.5,0
citation_validated,/how-to-cite-conference-paper-apa,bing / organic,2,1,2,0,2,1,2,0
citation_validated,/how-to-cite-conference-paper-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
citation_validated,/how-to-cite-linkedin-apa,bing / organic,2,2,1,0,2,2,1,0
editor_cleared,/how-to-cite-linkedin-apa,bing / organic,2,2,1,0,2,2,1,0
editor_focused,/how-to-cite-facebook-apa,ph.search.yahoo.com / referral,2,1,2,0,2,1,2,0
first_visit,/cite-arxiv-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-arxiv-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
first_visit,/cite-bbc-news-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-bmj-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-britannica-apa,(direct) / (none),2,1,2,0,2,1,2,0
first_visit,/cite-britannica-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
first_visit,/cite-britannica-apa,yahoo / organic,2,2,1,0,2,2,1,0
first_visit,/cite-chemical-engineering-journal-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-ieeecvf-conference-on-computer-vision-and-pattern-recognition-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-journal-of-environmental-management-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-journal-of-materials-chemistry-a-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-jstor-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
first_visit,/cite-jstor-apa,google / organic,2,2,1,0,2,2,1,0
first_visit,/cite-lancet-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-merriam-webster-apa,(direct) / (none),2,1,2,0,2,1,2,0
first_visit,/cite-merriam-webster-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-nature-nanotechnology-apa,google / organic,2,2,1,0,2,2,1,0
first_visit,/cite-nature-reviews-disease-primers-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-npr-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-npr-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
first_visit,/cite-nutrients-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-physical-review-letters-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-pubmed-apa,yahoo / organic,2,2,1,0,2,2,1,0
first_visit,/cite-science-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-science-of-the-total-environment-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-the-astrophysical-journal-apa,google / organic,2,2,1,0,2,2,1,0
first_visit,/cite-the-lancet-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-the-new-england-journal-of-medicine-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/cite-the-quarterly-journal-of-economics-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-tourism-management-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/cite-youtube-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/guide/apa-7th-edition-changes,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/guide/apa-citation-workflow,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/guide/apa-citations-nursing,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/guide/apa-title-page,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/guide/apa-title-page,bing / organic,2,2,1,0,2,2,1,0
first_visit,/guide/validate-reference-list,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-check-capitalization-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-check-citation-consistency-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-check-et-al-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-check-volume-issue-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-blog-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-conference-paper-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-conference-paper-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-dataset-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-facebook-apa,chatgpt.com / (not set),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-facebook-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-facebook-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-film-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-government-report-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-government-report-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-linkedin-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-linkedin-apa,duckduckgo / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-patent-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-press-release-apa,bing / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-software-apa,yahoo / organic,2,2,1,0,2,2,1,0
first_visit,/how-to-cite-ted-talk-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-twitter-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-white-paper-apa,(direct) / (none),2,2,1,0,2,2,1,0
first_visit,/how-to-cite-wikipedia-apa,yahoo / organic,2,2,1,0,2,2,1,0
mini_checker_opened,/how-to-cite-linkedin-apa,bing / organic,2,1,2,0,2,1,2,0
mini_checker_validated,/how-to-cite-linkedin-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-aaai-conference-on-artificial-intelligence-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-acs-nano-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-advances-in-physics-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-american-economic-review-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-american-sociological-review-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-angewandte-chemie-international-edition-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-apa-journal-apa,malaysia.search.yahoo.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-arxiv-apa,chatgpt.com / (not set),2,1,2,0,2,1,2,0
page_view,/cite-associated-press-apa,de.search.yahoo.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-bbc-news-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-bbc-news-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-bloomberg-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-bloomberg-apa,chatgpt.com / (not set),2,1,2,0,2,1,2,0
page_view,/cite-bloomberg-apa,ph.search.yahoo.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-bmj-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-britannica-apa,copilot.com / (not set),2,1,2,0,2,1,2,0
page_view,/cite-britannica-apa,m.facebook.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-britannica-apa,ph.search.yahoo.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-business-strategy-and-the-environment-apa,copilot.microsoft.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-cdc-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-chemical-engineering-journal-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-cnn-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-conference-on-empirical-methods-in-natural-language-processing-emnlp-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-developmental-psychology-apa,perplexity / (not set),2,1,2,0,2,1,2,0
page_view,/cite-european-conference-on-computer-vision-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-fda-apa,yahoo / organic,2,1,2,0,2,1,2,0
page_view,/cite-frontiers-in-immunology-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-frontiers-in-psychology-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-frontiers-in-psychology-apa,perplexity / (not set),2,1,2,0,2,1,2,0
page_view,/cite-harvard-business-review-apa,yahoo / organic,2,1,2,0,2,1,2,0
page_view,/cite-ieee-internet-of-things-journal-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-ieee-internet-of-things-journal-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-ieee-internet-of-things-journal-apa,copilot.microsoft.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-ieee-transactions-on-pattern-analysis-and-machine-intelligence-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-ieeecvf-international-conference-on-computer-vision-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-ieeecvf-international-conference-on-computer-vision-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-international-conference-on-machine-learning-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-international-journal-of-biological-macromolecules-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-international-journal-of-biological-macromolecules-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-international-journal-of-molecular-sciences-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-international-journal-of-molecular-sciences-apa,perplexity.ai / referral,2,1,2,0,2,1,2,0
page_view,/cite-jama-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-jama-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-jama-network-open-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-jama-network-open-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-journal-of-business-ethics-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-journal-of-financial-economics-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-journal-of-molecular-biology-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-jstor-apa,cn.bing.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-lancet-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-machine-learning-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-merriam-webster-apa,de.search.yahoo.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-merriam-webster-apa,duckduckgo / organic,2,1,2,0,2,1,2,0
page_view,/cite-morbidity-and-mortality-weekly-report-apa,chatgpt.com / (not set),2,1,2,0,2,1,2,0
page_view,/cite-morbidity-and-mortality-weekly-report-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-nature-apa,de.search.yahoo.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-nature-communications-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-nature-medicine-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-new-england-journal-medicine-apa,cn.bing.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-new-york-times-apa,yahoo / organic,2,1,2,0,2,1,2,0
page_view,/cite-nih-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-nih-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-pubmed-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-pubmed-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-renewable-energy-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-renewable-energy-apa,perplexity.ai / referral,2,1,2,0,2,1,2,0
page_view,/cite-reuters-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-reuters-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-reuters-apa,yahoo / organic,2,1,2,0,2,1,2,0
page_view,/cite-science-advances-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-sensors-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-signal-transduction-and-targeted-therapy-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-signal-transduction-and-targeted-therapy-apa,bing / organic,2,1,2,0,2,1,2,0
page_view,/cite-small-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-social-forces-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-social-psychology-personality-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-sociology-health-illness-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-strategic-management-journal-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-supreme-court-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-sustainability-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-technological-forecasting-and-social-change-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-the-astrophysical-journal-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-the-lancet-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-the-lancet-infectious-diseases-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-the-lancet-oncology-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-the-new-england-journal-of-medicine-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-the-new-england-journal-of-medicine-apa,google / organic,2,1,2,0,2,1,2,0
page_view,/cite-the-new-england-journal-of-medicine-apa,yahoo / organic,2,1,2,0,2,1,2,0
page_view,/cite-the-review-of-financial-studies-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-the_guardian-apa,perplexity.ai / referral,2,1,2,0,2,1,2,0
page_view,/cite-tiktok-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-trends-in-food-science-technology-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-washington_post-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-water-research-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-white-house-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-white-house-apa,safe.menlosecurity.com / referral,2,1,2,0,2,1,2,0
page_view,/cite-white-house-apa,yahoo / organic,2,1,2,0,2,1,2,0
page_view,/cite-wikipedia-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/cite-world-politics-apa,(direct) / (none),2,1,2,0,2,1,2,0
page_view,/guide/apa-7th-edition-changes,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/guide/apa-7th-edition-complete-guide,chatgpt.com / referral,2,1,2,0,2,1,2,0
page_view,/guide/apa-citation-workflow,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/guide/apa-citations-nursing,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/guide/apa-title-page,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/guide/apa-title-page,bing / organic,2,2,1,0,2,2,1,0
page_view,/guide/validate-reference-list,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-check-capitalization-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-check-capitalization-apa,perplexity.ai / referral,2,1,2,0,2,1,2,0
page_view,/how-to-check-citation-consistency-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-check-et-al-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-check-volume-issue-apa,bing / organic,2,2,1,0,2,2,1,0
page_view,/how-to-cite-blog-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
page_view,/how-to-cite-facebook-apa,chatgpt.com / referral,2,2,1,0,2,2,1,0
page_view,/how-to-cite-film-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-cite-government-report-apa,perplexity.ai / referral,2,2,1,0,2,2,1,0
page_view,/how-to-cite-linkedin-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-cite-patent-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-cite-press-release-apa,bing / organic,2,2,1,0,2,2,1,0
page_view,/how-to-cite-software-apa,yahoo / organic,2,2,1,0,2,2,1,0
page_view,/how-to-cite-ted-talk-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-cite-twitter-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-cite-white-paper-apa,(direct) / (none),2,2,1,0,2,2,1,0
page_view,/how-to-cite-wikipedia-apa,yahoo / organic,2,2,1,0,2,2,1,0
results_revealed,/how-to-cite-conference-paper-apa,bing / organic,2,1,2,0,2,1,2,0
results_revealed,/how-to-cite-conference-paper-apa,chatgpt.com / referral,2,1,2,0,2,1,2,0
scroll,/cite-aaai-conference-on-artificial-intelligence-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-chemical-engineering-journal-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-environmental-science-technology-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-epa-apa,bing / organic,2,1,2,0,2,1,2,0
scroll,/cite-ieeecvf-conference-on-computer-vision-and-pattern-recognition-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-journal-of-environmental-management-apa,(direct) / (none),2,2,1,0,2,2,1,0
scroll,/cite-journal-of-materials-chemistry-a-apa,(direct) / (none),2,2,1,0,2,2,1,0
