# ----------------------------------------
# CitationFormatChecker
# Events: Event name-Tab 3
# 20251201-20251228
# ----------------------------------------

,,Segment,Exclude Israel,Exclude Israel,Exclude Israel,Exclude Israel,Totals,Totals,Totals,Totals
Event name,Landing page,Session source / medium,Event count,Total users,Event count per active user,Total revenue,Event count,Total users,Event count per active user,Total revenue
first_visit,/how-to-cite-magazine-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-music-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-newspaper-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-patent-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-podcast-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-press-release-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-report-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-software-apa,cac-word-edit.officeapps.live.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-software-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-software-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-software-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-ted-talk-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-ted-talk-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-thesis-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-tv-episode-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-twitter-apa,bing / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-twitter-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-website-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-website-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-wikipedia-apa,(direct) / (none),1,1,1,0,1,1,1,0
first_visit,/how-to-cite-working-paper-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-working-paper-apa,yahoo / organic,1,1,1,0,1,1,1,0
first_visit,/how-to-cite-youtube-apa,bing / organic,1,1,1,0,1,1,1,0
form_abandoned,/how-to-cite-tv-episode-apa,bing / organic,1,1,1,0,1,1,1,0
free_limit_reached,/how-to-cite-book-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
free_limit_reached,/how-to-cite-conference-paper-apa,bing / organic,1,1,1,0,1,1,1,0
modal_close,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
modal_open,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/guide/apa-7th-edition,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/guide/apa-7th-edition,chatgpt.com / (not set),1,1,1,0,1,1,1,0
page_view,/guide/apa-citation-errors,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/guide/apa-citation-errors,google / organic,1,1,1,0,1,1,1,0
page_view,/guide/apa-citations-psychology,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/guide/apa-vs-mla-vs-chicago,chatgpt.com / referral,1,1,1,0,1,1,1,0
page_view,/guide/apa-vs-mla-vs-chicago,in.search.yahoo.com / referral,1,1,1,0,1,1,1,0
page_view,/guide/check-apa-citations,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/guide/fix-apa-citation-errors,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/guide/fix-apa-citation-errors,bing / organic,1,1,1,0,1,1,1,0
page_view,/guides,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-check-ampersand-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-check-italics-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-check-volume-issue-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-check-volume-issue-apa,google / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-artwork-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-blog-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-blog-apa,ca.search.yahoo.com / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-book-chapter-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-conference-paper-apa,google / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-dataset-apa,ecosia.org / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-dictionary-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-ebook-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-edited-book-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-edited-book-apa,yahoo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-facebook-apa,poe.com / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-facebook-apa,yahoo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-government-report-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
page_view,/how-to-cite-magazine-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-magazine-apa,yahoo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-music-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-newspaper-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-patent-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-podcast-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-press-release-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-report-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-software-apa,cac-word-edit.officeapps.live.com / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-software-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-software-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-software-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-ted-talk-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-ted-talk-apa,yahoo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-thesis-apa,bing / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-tv-episode-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-website-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
page_view,/how-to-cite-website-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-wikipedia-apa,(direct) / (none),1,1,1,0,1,1,1,0
page_view,/how-to-cite-working-paper-apa,(not set),1,1,1,0,1,1,1,0
page_view,/how-to-cite-working-paper-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
page_view,/how-to-cite-working-paper-apa,yahoo / organic,1,1,1,0,1,1,1,0
page_view,/how-to-cite-youtube-apa,bing / organic,1,1,1,0,1,1,1,0
partial_results_viewed,/how-to-cite-book-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
partial_results_viewed,/how-to-cite-conference-paper-apa,bing / organic,1,1,1,0,1,1,1,0
results_revealed,/cite-jstor-apa,bing / organic,1,1,1,0,1,1,1,0
results_revealed,/how-to-cite-facebook-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
results_revealed,/how-to-cite-facebook-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
results_revealed,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
results_revealed,/how-to-cite-linkedin-apa,bing / organic,1,1,1,0,1,1,1,0
results_revealed,/how-to-cite-twitter-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
results_revealed,/how-to-cite-working-paper-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
scroll,/cite-acs-nano-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
scroll,/cite-arxiv-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
scroll,/cite-britannica-apa,(not set),1,1,1,0,1,1,1,0
scroll,/cite-epa-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
scroll,/cite-fda-apa,bing / organic,1,1,1,0,1,1,1,0
scroll,/cite-harvard-business-review-apa,google / organic,1,1,1,0,1,1,1,0
scroll,/cite-ieee-internet-of-things-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-jama-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-lancet-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-machine-learning-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-nature-communications-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-reuters-apa,bing / organic,1,1,1,0,1,1,1,0
scroll,/cite-science-advances-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-science-of-the-total-environment-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-the-lancet-infectious-diseases-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/cite-the-quarterly-journal-of-economics-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/guide/apa-citations-education,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/guide/apa-in-text-citations,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/guide/apa-title-page,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/how-to-cite-facebook-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
scroll,/how-to-cite-facebook-apa,poe.com / referral,1,1,1,0,1,1,1,0
scroll,/how-to-cite-film-apa,bing / organic,1,1,1,0,1,1,1,0
scroll,/how-to-cite-linkedin-apa,bing / organic,1,1,1,0,1,1,1,0
scroll,/how-to-cite-magazine-apa,(direct) / (none),1,1,1,0,1,1,1,0
scroll,/how-to-cite-software-apa,bing / organic,1,1,1,0,1,1,1,0
scroll,/how-to-cite-website-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-aaai-conference-on-artificial-intelligence-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-acs-nano-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-advances-in-physics-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-american-economic-review-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-american-sociological-review-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-angewandte-chemie-international-edition-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-apa-journal-apa,malaysia.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-arxiv-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
session_start,/cite-associated-press-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-bbc-news-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-bbc-news-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-bloomberg-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-bloomberg-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
session_start,/cite-bloomberg-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-bmj-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-britannica-apa,copilot.com / (not set),1,1,1,0,1,1,1,0
session_start,/cite-britannica-apa,m.facebook.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-britannica-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-business-strategy-and-the-environment-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-cdc-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-chemical-engineering-journal-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-cnn-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-conference-on-empirical-methods-in-natural-language-processing-emnlp-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-developmental-psychology-apa,perplexity / (not set),1,1,1,0,1,1,1,0
session_start,/cite-european-conference-on-computer-vision-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-fda-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/cite-frontiers-in-immunology-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-frontiers-in-psychology-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-frontiers-in-psychology-apa,perplexity / (not set),1,1,1,0,1,1,1,0
session_start,/cite-harvard-business-review-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/cite-ieee-internet-of-things-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-ieee-internet-of-things-journal-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-ieee-internet-of-things-journal-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-ieee-transactions-on-pattern-analysis-and-machine-intelligence-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-ieeecvf-international-conference-on-computer-vision-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-ieeecvf-international-conference-on-computer-vision-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-international-conference-on-machine-learning-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-international-journal-of-biological-macromolecules-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-international-journal-of-biological-macromolecules-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-international-journal-of-molecular-sciences-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-international-journal-of-molecular-sciences-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
session_start,/cite-jama-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-jama-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-jama-network-open-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-jama-network-open-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-journal-of-business-ethics-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-journal-of-financial-economics-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-journal-of-molecular-biology-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-jstor-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-lancet-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-machine-learning-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-machine-learning-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-meeting-of-the-association-for-computational-linguistics-acl-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-merriam-webster-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-merriam-webster-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
session_start,/cite-morbidity-and-mortality-weekly-report-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
session_start,/cite-morbidity-and-mortality-weekly-report-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-nature-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-nature-communications-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-nature-medicine-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-new-england-journal-medicine-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-new-york-times-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/cite-nih-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-nih-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-pubmed-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-pubmed-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-renewable-energy-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-renewable-energy-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
session_start,/cite-reuters-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-reuters-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-reuters-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/cite-science-advances-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-sensors-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-signal-transduction-and-targeted-therapy-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-signal-transduction-and-targeted-therapy-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/cite-small-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-social-forces-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-social-psychology-personality-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-sociology-health-illness-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-strategic-management-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-supreme-court-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-sustainability-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-technological-forecasting-and-social-change-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-the-astrophysical-journal-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-the-lancet-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-the-lancet-infectious-diseases-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-the-lancet-oncology-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-the-new-england-journal-of-medicine-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-the-new-england-journal-of-medicine-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/cite-the-new-england-journal-of-medicine-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/cite-the-review-of-financial-studies-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-the_guardian-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
session_start,/cite-tiktok-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-trends-in-food-science-technology-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-washington_post-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-water-research-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-white-house-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-white-house-apa,safe.menlosecurity.com / referral,1,1,1,0,1,1,1,0
session_start,/cite-white-house-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/cite-wikipedia-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/cite-world-politics-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/guide/apa-7th-edition,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/guide/apa-7th-edition,chatgpt.com / (not set),1,1,1,0,1,1,1,0
session_start,/guide/apa-citation-errors,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/guide/apa-citation-errors,google / organic,1,1,1,0,1,1,1,0
session_start,/guide/apa-citations-psychology,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/guide/apa-vs-mla-vs-chicago,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/guide/apa-vs-mla-vs-chicago,in.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/guide/check-apa-citations,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/guide/fix-apa-citation-errors,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/guide/fix-apa-citation-errors,bing / organic,1,1,1,0,1,1,1,0
session_start,/guide/fix-apa-citation-errors,google / organic,1,1,1,0,1,1,1,0
session_start,/guide/validate-reference-list,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/guides,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-check-ampersand-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-check-italics-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-check-video-citations-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-check-volume-issue-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-check-volume-issue-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-artwork-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-blog-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-blog-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-blog-apa,ca.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-book-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-book-chapter-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-conference-paper-apa,google / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-dataset-apa,ecosia.org / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-dictionary-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-ebook-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-edited-book-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-edited-book-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-facebook-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-facebook-apa,poe.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-facebook-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-film-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-government-report-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
session_start,/how-to-cite-instagram-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-magazine-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-magazine-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-music-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-newspaper-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-patent-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-podcast-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-press-release-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-report-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-software-apa,cac-word-edit.officeapps.live.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-software-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-software-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-software-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-ted-talk-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-ted-talk-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-thesis-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-tv-episode-apa,duckduckgo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-twitter-apa,bing / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-twitter-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-website-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
session_start,/how-to-cite-website-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-wikipedia-apa,(direct) / (none),1,1,1,0,1,1,1,0
session_start,/how-to-cite-working-paper-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
session_start,/how-to-cite-working-paper-apa,yahoo / organic,1,1,1,0,1,1,1,0
session_start,/how-to-cite-youtube-apa,bing / organic,1,1,1,0,1,1,1,0
upload_file_preview_rendered,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
upload_file_selected,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
upload_modal_closed,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
upload_processing_shown,/cite-apa-journal-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-american-economic-review-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-angewandte-chemie-international-edition-apa,google / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-arxiv-apa,(direct) / (none),1,1,1,0,1,1,1,0
user_engagement,/cite-arxiv-apa,chatgpt.com / (not set),1,1,1,0,1,1,1,0
user_engagement,/cite-associated-press-apa,de.search.yahoo.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-bbc-news-apa,(direct) / (none),1,1,1,0,1,1,1,0
user_engagement,/cite-bbc-news-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-bloomberg-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-britannica-apa,ph.search.yahoo.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-business-strategy-and-the-environment-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-cnn-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-conference-on-empirical-methods-in-natural-language-processing-emnlp-apa,google / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-environmental-science-technology-apa,(direct) / (none),1,1,1,0,1,1,1,0
user_engagement,/cite-epa-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-european-conference-on-computer-vision-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-fda-apa,yahoo / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-frontiers-in-psychology-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-harvard-business-review-apa,yahoo / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-ieee-internet-of-things-journal-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-ieee-internet-of-things-journal-apa,copilot.microsoft.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-international-conference-on-machine-learning-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-international-journal-of-biological-macromolecules-apa,(direct) / (none),1,1,1,0,1,1,1,0
user_engagement,/cite-international-journal-of-biological-macromolecules-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-international-journal-of-molecular-sciences-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-international-journal-of-molecular-sciences-apa,perplexity.ai / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-jama-network-open-apa,bing / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-jama-network-open-apa,google / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-journal-of-business-ethics-apa,google / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-journal-of-molecular-biology-apa,google / organic,1,1,1,0,1,1,1,0
user_engagement,/cite-jstor-apa,chatgpt.com / referral,1,1,1,0,1,1,1,0
user_engagement,/cite-jstor-apa,cn.bing.com / referral,1,1,1,0,1,1,1,0
